gene_id	gene_symbol	description	category	log2FoldChange	pvalue	padj	significant
MMAR_2030	hspX	Alpha-crystallin small heat shock protein HspX / Acr	DosR_Stress	3.2784	1.0000e-15	6.8571e-15	YES
MMAR_4533	tgs1	Triacylglycerol synthase Tgs1 (lipid droplet dormancy)	DosR_Stress	2.5000	1.0000e-15	6.8571e-15	YES
MMAR_2028	fdxA	Ferredoxin FdxA (anaerobic electron transfer)	DosR_Stress	2.1816	1.0000e-15	6.8571e-15	YES
MMAR_1416	narG	Nitrate reductase alpha subunit NarG	DosR_Stress	1.9865	1.0000e-15	6.8571e-15	YES
MMAR_1804	sigE	ECF RNA polymerase sigma factor SigE (envelope stress)	DosR_Stress	1.8109	1.0000e-15	6.8571e-15	YES
MMAR_4571	sigH	ECF RNA polymerase sigma factor SigH (oxidative stress)	DosR_Stress	2.2289	1.0000e-15	6.8571e-15	YES
MMAR_4670	whiB3	Redox-sensing transcription regulator WhiB3	DosR_Stress	2.3590	1.0000e-15	6.8571e-15	YES
MMAR_2761	katG	Catalase-peroxidase KatG	Oxidative_Stress	2.1130	1.0000e-15	6.8571e-15	YES
MMAR_5238	sodA	Superoxide dismutase SodA (Mn/Fe cofactor)	Oxidative_Stress	2.4791	1.0000e-15	6.8571e-15	YES
MMAR_0638	sodC	Superoxide dismutase SodC (Cu/Zn envelope enzyme)	Oxidative_Stress	1.9385	1.0000e-15	6.8571e-15	YES
MMAR_3514	ahpC	Alkyl hydroperoxide reductase subunit C	Oxidative_Stress	2.2431	1.0000e-15	6.8571e-15	YES
MMAR_3513	ahpD	Alkyl hydroperoxide reductase subunit D	Oxidative_Stress	1.8154	1.0000e-15	6.8571e-15	YES
MMAR_3978	trxB2	Thioredoxin reductase TrxB2	Oxidative_Stress	1.9719	1.0000e-15	6.8571e-15	YES
MMAR_3979	trxC	Thioredoxin TrxC	Oxidative_Stress	1.7883	1.0000e-15	6.8571e-15	YES
MMAR_1120	clpP1	ATP-dependent Clp protease proteolytic subunit 1	Simulator_Divergent	1.9439	1.0000e-15	6.8571e-15	YES
MMAR_1121	clpP2	ATP-dependent Clp protease proteolytic subunit 2	Simulator_Divergent	1.8006	1.0000e-15	6.8571e-15	YES
MMAR_3120	dnaK	Molecular chaperone DnaK (Hsp70 family)	Simulator_Divergent	2.3073	1.0000e-15	6.8571e-15	YES
MMAR_3121	grpE	Heat shock protein GrpE (DnaK nucleotide exchange)	Simulator_Divergent	2.1783	1.0000e-15	6.8571e-15	YES
MMAR_1340	recA	Recombinase RecA (DNA repair & shear stress)	Simulator_Divergent	1.7912	1.0000e-15	6.8571e-15	YES
MMAR_0820	icl1	Isocitrate lyase Icl1 (glyoxylate shunt)	Simulator_Divergent	0.5446	1.0000e-15	6.8571e-15	NO
MMAR_0911	atpB	ATP synthase F1 beta subunit	Downregulated_Metabolism	-1.0446	1.0000e-15	6.8571e-15	YES
MMAR_0912	atpD	ATP synthase F1 delta subunit	Downregulated_Metabolism	-0.7762	1.0000e-15	6.8571e-15	YES
MMAR_2350	nuoA	NADH-quinone oxidoreductase subunit A	Downregulated_Metabolism	-1.3324	1.0000e-15	6.8571e-15	YES
MMAR_2351	nuoB	NADH-quinone oxidoreductase subunit B	Downregulated_Metabolism	-1.1053	1.0000e-15	6.8571e-15	YES
MMAR_2352	nuoD	NADH-quinone oxidoreductase subunit D	Downregulated_Metabolism	-1.3767	1.0000e-15	6.8571e-15	YES
MMAR_4100	gltA	Citrate synthase GltA	Downregulated_Metabolism	-1.4488	1.0000e-15	6.8571e-15	YES
MMAR_4101	icd1	Isocitrate dehydrogenase Icd1	Downregulated_Metabolism	-1.1434	1.0000e-15	6.8571e-15	YES
MMAR_1890	eno	Enolase Eno (glycolytic enzyme)	Downregulated_Metabolism	-0.8391	1.0000e-15	6.8571e-15	YES
MMAR_0081	mmp_81	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0081	Background_Genome	-0.8745	1.0000e-15	6.8571e-15	YES
MMAR_0106	mmp_106	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0106	Background_Genome	-0.6789	1.0000e-15	6.8571e-15	NO
MMAR_0110	mmp_110	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0110	Background_Genome	0.3635	1.0000e-15	6.8571e-15	NO
MMAR_0112	mmp_112	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0112	Background_Genome	0.2690	1.0000e-15	6.8571e-15	NO
MMAR_0113	mmp_113	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0113	Background_Genome	0.4768	1.0000e-15	6.8571e-15	NO
MMAR_0114	mmp_114	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0114	Background_Genome	0.5895	1.0000e-15	6.8571e-15	NO
MMAR_0119	mmp_119	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0119	Background_Genome	-0.7627	1.0000e-15	6.8571e-15	YES
MMAR_0122	mmp_122	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0122	Background_Genome	0.6499	1.0000e-15	6.8571e-15	NO
MMAR_0128	mmp_128	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0128	Background_Genome	0.7896	1.0000e-15	6.8571e-15	YES
MMAR_0151	mmp_151	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0151	Background_Genome	-0.5730	1.0000e-15	6.8571e-15	NO
MMAR_0164	mmp_164	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0164	Background_Genome	0.6729	1.0000e-15	6.8571e-15	NO
MMAR_0165	mmp_165	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0165	Background_Genome	0.8776	1.0000e-15	6.8571e-15	YES
MMAR_0169	mmp_169	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0169	Background_Genome	-0.7182	1.0000e-15	6.8571e-15	NO
MMAR_0172	mmp_172	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0172	Background_Genome	1.0711	1.0000e-15	6.8571e-15	YES
MMAR_0186	mmp_186	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0186	Background_Genome	-0.9007	1.0000e-15	6.8571e-15	YES
MMAR_0198	mmp_198	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0198	Background_Genome	-0.7368	1.0000e-15	6.8571e-15	NO
MMAR_0201	mmp_201	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0201	Background_Genome	-0.5248	1.0000e-15	6.8571e-15	NO
MMAR_0224	mmp_224	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0224	Background_Genome	0.6384	1.0000e-15	6.8571e-15	NO
MMAR_0228	mmp_228	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0228	Background_Genome	-0.5470	1.0000e-15	6.8571e-15	NO
MMAR_0249	mmp_249	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0249	Background_Genome	0.7907	1.0000e-15	6.8571e-15	YES
MMAR_0252	mmp_252	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0252	Background_Genome	-0.2326	1.0000e-15	6.8571e-15	NO
MMAR_0257	mmp_257	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0257	Background_Genome	-0.2603	1.0000e-15	6.8571e-15	NO
MMAR_0266	mmp_266	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0266	Background_Genome	-0.7218	1.0000e-15	6.8571e-15	NO
MMAR_0268	mmp_268	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0268	Background_Genome	0.4668	1.0000e-15	6.8571e-15	NO
MMAR_0284	mmp_284	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0284	Background_Genome	-0.7849	1.0000e-15	6.8571e-15	YES
MMAR_0286	mmp_286	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0286	Background_Genome	-0.7857	1.0000e-15	6.8571e-15	YES
MMAR_0316	mmp_316	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0316	Background_Genome	-0.4203	1.0000e-15	6.8571e-15	NO
MMAR_0317	mmp_317	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0317	Background_Genome	0.7500	1.0000e-15	6.8571e-15	YES
MMAR_0341	mmp_341	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0341	Background_Genome	0.5474	1.0000e-15	6.8571e-15	NO
MMAR_0377	mmp_377	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0377	Background_Genome	-0.6173	1.0000e-15	6.8571e-15	NO
MMAR_0379	mmp_379	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0379	Background_Genome	-0.5662	1.0000e-15	6.8571e-15	NO
MMAR_0385	mmp_385	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0385	Background_Genome	0.4531	1.0000e-15	6.8571e-15	NO
MMAR_0387	mmp_387	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0387	Background_Genome	0.3921	1.0000e-15	6.8571e-15	NO
MMAR_0400	mmp_400	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0400	Background_Genome	-0.5527	1.0000e-15	6.8571e-15	NO
MMAR_0408	mmp_408	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0408	Background_Genome	-0.2913	1.0000e-15	6.8571e-15	NO
MMAR_0427	mmp_427	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0427	Background_Genome	1.2593	1.0000e-15	6.8571e-15	YES
MMAR_0430	mmp_430	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0430	Background_Genome	-0.5236	1.0000e-15	6.8571e-15	NO
MMAR_0432	mmp_432	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0432	Background_Genome	-0.5792	1.0000e-15	6.8571e-15	NO
MMAR_0442	mmp_442	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0442	Background_Genome	0.5817	1.0000e-15	6.8571e-15	NO
MMAR_0447	mmp_447	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0447	Background_Genome	-0.7370	1.0000e-15	6.8571e-15	NO
MMAR_0453	mmp_453	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0453	Background_Genome	0.7998	1.0000e-15	6.8571e-15	YES
MMAR_0463	mmp_463	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0463	Background_Genome	-0.7417	1.0000e-15	6.8571e-15	NO
MMAR_0466	mmp_466	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0466	Background_Genome	-1.2595	1.0000e-15	6.8571e-15	YES
MMAR_0476	mmp_476	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0476	Background_Genome	-0.4965	1.0000e-15	6.8571e-15	NO
MMAR_0484	mmp_484	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0484	Background_Genome	-0.8608	1.0000e-15	6.8571e-15	YES
MMAR_0486	mmp_486	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0486	Background_Genome	-0.3747	1.0000e-15	6.8571e-15	NO
MMAR_0492	mmp_492	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0492	Background_Genome	1.1545	1.0000e-15	6.8571e-15	YES
MMAR_0500	mmp_500	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0500	Background_Genome	-0.5870	1.0000e-15	6.8571e-15	NO
MMAR_0515	mmp_515	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0515	Background_Genome	0.3628	1.0000e-15	6.8571e-15	NO
MMAR_0520	mmp_520	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0520	Background_Genome	-0.9123	1.0000e-15	6.8571e-15	YES
MMAR_0528	mmp_528	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0528	Background_Genome	-0.4247	1.0000e-15	6.8571e-15	NO
MMAR_0532	mmp_532	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0532	Background_Genome	-1.0657	1.0000e-15	6.8571e-15	YES
MMAR_0533	mmp_533	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0533	Background_Genome	-0.6857	1.0000e-15	6.8571e-15	NO
MMAR_0539	mmp_539	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0539	Background_Genome	0.6049	1.0000e-15	6.8571e-15	NO
MMAR_0544	mmp_544	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0544	Background_Genome	-0.3703	1.0000e-15	6.8571e-15	NO
MMAR_0546	mmp_546	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0546	Background_Genome	0.3442	1.0000e-15	6.8571e-15	NO
MMAR_0549	mmp_549	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0549	Background_Genome	-0.7412	1.0000e-15	6.8571e-15	NO
MMAR_0564	mmp_564	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0564	Background_Genome	0.7111	1.0000e-15	6.8571e-15	NO
MMAR_0566	mmp_566	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0566	Background_Genome	-0.9802	1.0000e-15	6.8571e-15	YES
MMAR_0578	mmp_578	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0578	Background_Genome	0.8353	1.0000e-15	6.8571e-15	YES
MMAR_0624	mmp_624	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0624	Background_Genome	-0.5644	1.0000e-15	6.8571e-15	NO
MMAR_0679	mmp_679	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0679	Background_Genome	-0.8805	1.0000e-15	6.8571e-15	YES
MMAR_0681	mmp_681	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0681	Background_Genome	-0.7423	1.0000e-15	6.8571e-15	NO
MMAR_0696	mmp_696	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0696	Background_Genome	0.5921	1.0000e-15	6.8571e-15	NO
MMAR_0723	mmp_723	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0723	Background_Genome	0.5862	1.0000e-15	6.8571e-15	NO
MMAR_0735	mmp_735	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0735	Background_Genome	-0.3682	1.0000e-15	6.8571e-15	NO
MMAR_0738	mmp_738	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0738	Background_Genome	1.1319	1.0000e-15	6.8571e-15	YES
MMAR_0744	mmp_744	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0744	Background_Genome	0.4554	1.0000e-15	6.8571e-15	NO
MMAR_0745	mmp_745	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0745	Background_Genome	0.6517	1.0000e-15	6.8571e-15	NO
MMAR_0748	mmp_748	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0748	Background_Genome	0.3068	1.0000e-15	6.8571e-15	NO
MMAR_0755	mmp_755	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0755	Background_Genome	0.6963	1.0000e-15	6.8571e-15	NO
MMAR_0766	mmp_766	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0766	Background_Genome	-0.6540	1.0000e-15	6.8571e-15	NO
MMAR_0792	mmp_792	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0792	Background_Genome	-1.0850	1.0000e-15	6.8571e-15	YES
MMAR_0802	mmp_802	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0802	Background_Genome	-0.7440	1.0000e-15	6.8571e-15	NO
MMAR_0806	mmp_806	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0806	Background_Genome	0.5097	1.0000e-15	6.8571e-15	NO
MMAR_0812	mmp_812	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0812	Background_Genome	0.9802	1.0000e-15	6.8571e-15	YES
MMAR_0829	mmp_829	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0829	Background_Genome	-1.0281	1.0000e-15	6.8571e-15	YES
MMAR_0837	mmp_837	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0837	Background_Genome	-0.7928	1.0000e-15	6.8571e-15	YES
MMAR_0842	mmp_842	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0842	Background_Genome	0.5623	1.0000e-15	6.8571e-15	NO
MMAR_0858	mmp_858	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0858	Background_Genome	-0.3938	1.0000e-15	6.8571e-15	NO
MMAR_0860	mmp_860	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0860	Background_Genome	0.6594	1.0000e-15	6.8571e-15	NO
MMAR_0875	mmp_875	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0875	Background_Genome	-0.7298	1.0000e-15	6.8571e-15	NO
MMAR_0898	mmp_898	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0898	Background_Genome	-0.3445	1.0000e-15	6.8571e-15	NO
MMAR_0899	mmp_899	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0899	Background_Genome	-0.9069	1.0000e-15	6.8571e-15	YES
MMAR_0920	mmp_920	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0920	Background_Genome	-0.5797	1.0000e-15	6.8571e-15	NO
MMAR_0928	mmp_928	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0928	Background_Genome	-0.3842	1.0000e-15	6.8571e-15	NO
MMAR_0937	mmp_937	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0937	Background_Genome	0.5451	1.0000e-15	6.8571e-15	NO
MMAR_0955	mmp_955	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0955	Background_Genome	0.7757	1.0000e-15	6.8571e-15	YES
MMAR_0965	mmp_965	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0965	Background_Genome	-0.7266	1.0000e-15	6.8571e-15	NO
MMAR_0970	mmp_970	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0970	Background_Genome	-0.7628	1.0000e-15	6.8571e-15	YES
MMAR_0975	mmp_975	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0975	Background_Genome	-0.4150	1.0000e-15	6.8571e-15	NO
MMAR_0979	mmp_979	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0979	Background_Genome	1.0251	1.0000e-15	6.8571e-15	YES
MMAR_0981	mmp_981	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0981	Background_Genome	0.8357	1.0000e-15	6.8571e-15	YES
MMAR_0984	mmp_984	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0984	Background_Genome	0.9172	1.0000e-15	6.8571e-15	YES
MMAR_0987	mmp_987	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0987	Background_Genome	0.8779	1.0000e-15	6.8571e-15	YES
MMAR_1006	mmp_1006	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1006	Background_Genome	0.3732	1.0000e-15	6.8571e-15	NO
MMAR_1032	mmp_1032	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1032	Background_Genome	0.8858	1.0000e-15	6.8571e-15	YES
MMAR_1044	mmp_1044	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1044	Background_Genome	-0.4729	1.0000e-15	6.8571e-15	NO
MMAR_1056	mmp_1056	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1056	Background_Genome	-0.3858	1.0000e-15	6.8571e-15	NO
MMAR_1067	mmp_1067	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1067	Background_Genome	0.7156	1.0000e-15	6.8571e-15	NO
MMAR_1068	mmp_1068	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1068	Background_Genome	0.6070	1.0000e-15	6.8571e-15	NO
MMAR_1070	mmp_1070	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1070	Background_Genome	-1.0681	1.0000e-15	6.8571e-15	YES
MMAR_1075	mmp_1075	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1075	Background_Genome	-0.6859	1.0000e-15	6.8571e-15	NO
MMAR_1078	mmp_1078	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1078	Background_Genome	-0.8701	1.0000e-15	6.8571e-15	YES
MMAR_1081	mmp_1081	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1081	Background_Genome	-0.5737	1.0000e-15	6.8571e-15	NO
MMAR_1085	mmp_1085	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1085	Background_Genome	-0.6363	1.0000e-15	6.8571e-15	NO
MMAR_1090	mmp_1090	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1090	Background_Genome	0.9196	1.0000e-15	6.8571e-15	YES
MMAR_1095	mmp_1095	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1095	Background_Genome	-0.5441	1.0000e-15	6.8571e-15	NO
MMAR_1099	mmp_1099	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1099	Background_Genome	0.8673	1.0000e-15	6.8571e-15	YES
MMAR_1100	mmp_1100	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1100	Background_Genome	-0.6120	1.0000e-15	6.8571e-15	NO
MMAR_1115	mmp_1115	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1115	Background_Genome	-0.4782	1.0000e-15	6.8571e-15	NO
MMAR_1128	mmp_1128	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1128	Background_Genome	0.8490	1.0000e-15	6.8571e-15	YES
MMAR_1138	mmp_1138	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1138	Background_Genome	-0.4344	1.0000e-15	6.8571e-15	NO
MMAR_1144	mmp_1144	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1144	Background_Genome	-0.6375	1.0000e-15	6.8571e-15	NO
MMAR_1151	mmp_1151	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1151	Background_Genome	0.7539	1.0000e-15	6.8571e-15	YES
MMAR_1152	mmp_1152	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1152	Background_Genome	-0.5954	1.0000e-15	6.8571e-15	NO
MMAR_1153	mmp_1153	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1153	Background_Genome	-0.4520	1.0000e-15	6.8571e-15	NO
MMAR_1185	mmp_1185	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1185	Background_Genome	0.9789	1.0000e-15	6.8571e-15	YES
MMAR_1196	mmp_1196	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1196	Background_Genome	-0.3563	1.0000e-15	6.8571e-15	NO
MMAR_0223	mmp_223	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0223	Background_Genome	-0.4571	1.2686e-15	8.6495e-15	NO
MMAR_0982	mmp_982	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0982	Background_Genome	0.7564	1.3318e-15	9.0293e-15	YES
MMAR_1017	mmp_1017	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1017	Background_Genome	-0.5496	2.5819e-15	1.7406e-14	NO
MMAR_1110	mmp_1110	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1110	Background_Genome	0.4557	3.5768e-15	2.3978e-14	NO
MMAR_0143	mmp_143	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0143	Background_Genome	-0.3549	7.3940e-15	4.9293e-14	NO
MMAR_0548	mmp_548	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0548	Background_Genome	0.5553	1.0207e-14	6.7668e-14	NO
MMAR_1071	mmp_1071	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1071	Background_Genome	0.5934	1.9962e-14	1.3162e-13	NO
MMAR_0691	mmp_691	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0691	Background_Genome	-0.5635	2.0629e-14	1.3527e-13	NO
MMAR_0749	mmp_749	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0749	Background_Genome	-0.6858	2.1297e-14	1.3889e-13	NO
MMAR_1048	mmp_1048	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1048	Background_Genome	-0.7183	2.1449e-14	1.3913e-13	NO
